Transaction,Asset Url,Asset Name,Price,From Name,From Url,To Name,To Url
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10235,Wassie 10235,"$2,456.62",ABCDEFGHIJKLMNOPQRSTU...,https://opensea.io/ABCDEFGHIJKLMNOPQRSTUVWXYZ,Cryptoheat,https://opensea.io/Cryptoheat
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10228,Wassie 10228,"$2,456.62",ABCDEFGHIJKLMNOPQRSTU...,https://opensea.io/ABCDEFGHIJKLMNOPQRSTUVWXYZ,apevault_1,https://opensea.io/apevault_1
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10238,Wassie 10238,"$2,661.33",ABCDEFGHIJKLMNOPQRSTU...,https://opensea.io/ABCDEFGHIJKLMNOPQRSTUVWXYZ,C8C04B,https://opensea.io/0xc8c04b92a6aa653aaf72ab65d626aa70b0700b3c
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10247,Wassie 10247,"$2,415.67",ABCDEFGHIJKLMNOPQRSTU...,https://opensea.io/ABCDEFGHIJKLMNOPQRSTUVWXYZ,403,https://opensea.io/403
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9663,Wassie 9663,"$3,275.49",Mythic_JPG_Collector,https://opensea.io/Mythic_JPG_Collector,InspectahDeck,https://opensea.io/InspectahDeck
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/48,Outcast 48,"$10,235.90",607CB1,https://opensea.io/0x607cb1c9c4d517bc2d18b8a4d9b3db24d2845293,3F27AA,https://opensea.io/0x3f27aaa1f1918f6f8bfeb55ff5a3148ba2e24143
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10250,Wassie 10250,"$2,866.05",ABCDEFGHIJKLMNOPQRSTU...,https://opensea.io/ABCDEFGHIJKLMNOPQRSTUVWXYZ,webseth,https://opensea.io/webseth
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10233,Wassie 10233,"$2,456.62",ABCDEFGHIJKLMNOPQRSTU...,https://opensea.io/ABCDEFGHIJKLMNOPQRSTUVWXYZ,Dols,https://opensea.io/Dols
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10225,Wassie 10225,"$2,620.39",ABCDEFGHIJKLMNOPQRSTU...,https://opensea.io/ABCDEFGHIJKLMNOPQRSTUVWXYZ,Minamino25,https://opensea.io/Minamino25
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10244,Wassie 10244,"$2,456.62",ABCDEFGHIJKLMNOPQRSTU...,https://opensea.io/ABCDEFGHIJKLMNOPQRSTUVWXYZ,CJones,https://opensea.io/CJones
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11241,Outcast 11241,"$6,960.41",mevdesciple,https://opensea.io/mevdesciple,tekilarulz,https://opensea.io/tekilarulz
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8149,Wassie 8149,"$3,275.49",Mythic_JPG_Collector,https://opensea.io/Mythic_JPG_Collector,ape_x_vault,https://opensea.io/ape_x_vault
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/693,Wassie 693,"$3,070.77",Airdropkorea,https://opensea.io/Airdropkorea,12AC27,https://opensea.io/0x12ac2795dadca38b02ffd418cf7b966b520a3523
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3085,Wassie 3085,"$3,066.68",gyroprotagonist,https://opensea.io/gyroprotagonist,12AC27,https://opensea.io/0x12ac2795dadca38b02ffd418cf7b966b520a3523
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12148,Wassie 12148,"$3,275.49",Mythic_JPG_Collector,https://opensea.io/Mythic_JPG_Collector,Heyhihello,https://opensea.io/Heyhihello
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8182,Couch 8182,"$30,707.70",Lowkissed,https://opensea.io/Lowkissed,3F27AA,https://opensea.io/0x3f27aaa1f1918f6f8bfeb55ff5a3148ba2e24143
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4611,Wassie 4611,"$3,029.83",NSH71,https://opensea.io/NSH71,EB0389,https://opensea.io/0xeb0389a7702510d5688ed35d8a8e212a0a70c261
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11501,Wassie 11501,"$4,053.42",coIIect,https://opensea.io/coIIect,gregorious_big,https://opensea.io/gregorious_big
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10092,Wassie 10092,"$3,275.49",cltnftvault,https://opensea.io/cltnftvault,44387D,https://opensea.io/44387D
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8113,Wassie 8113,"$3,009.35",StarIce,https://opensea.io/StarIce,12AC27,https://opensea.io/0x12ac2795dadca38b02ffd418cf7b966b520a3523
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12052,Wassie 12052,"$3,193.60",lickyluke,https://opensea.io/lickyluke,12AC27,https://opensea.io/0x12ac2795dadca38b02ffd418cf7b966b520a3523
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2213,Wassie 2213,"$2,976.19",bochan228,https://opensea.io/bochan228,Cryptoheat,https://opensea.io/Cryptoheat
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11470,Wassie 11470,"$3,275.49",Mythic_JPG_Collector,https://opensea.io/Mythic_JPG_Collector,12AC27,https://opensea.io/0x12ac2795dadca38b02ffd418cf7b966b520a3523
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2254,Wassie 2254,"$3,753.71",wu444,https://opensea.io/wu444,cianfresh,https://opensea.io/cianfresh
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8349,Wassie 8349,"$3,275.49",A30A31,https://opensea.io/0xa30a315a7c98700b4ec6a905b1eb9592356f4615,12AC27,https://opensea.io/0x12ac2795dadca38b02ffd418cf7b966b520a3523
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/1935,Outcast 1935,"$8,188.72",0xe61,https://opensea.io/0xe61,203ABF,https://opensea.io/0x203abf2b49330456a4cd65a030ea21dfee781910
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3989,Wassie 3989,"$3,480.21",F31EF2,https://opensea.io/0xf31ef2320e8e32dafc066fbfd9bb035749d95325,gyfes,https://opensea.io/gyfes
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12270,Wassie 12270,"$5,322.67",Murec,https://opensea.io/Murec,gregorious_big,https://opensea.io/gregorious_big
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10246,Outcast 10246,"$4,913.23",ABCDEFGHIJKLMNOPQRSTU...,https://opensea.io/ABCDEFGHIJKLMNOPQRSTUVWXYZ,Tifusko,https://opensea.io/Tifusko
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8280,Wassie 8280,"$2,947.94",Hyperion,https://opensea.io/Hyperion,Plexie,https://opensea.io/Plexie
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8239,Wassie 8239,"$3,070.77",kingagora,https://opensea.io/kingagora,Bsaint,https://opensea.io/Bsaint
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/1343,Wassie 1343,"$3,021.64",adshao123,https://opensea.io/adshao123,spidah,https://opensea.io/spidah
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8114,Wassie 8114,"$3,336.90",StarIce,https://opensea.io/StarIce,SirNigel,https://opensea.io/SirNigel
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11818,Wassie 11818,"$3,684.92",D436A1,https://opensea.io/D436A1,Heyhihello,https://opensea.io/Heyhihello
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9266,Wassie 9266,"$3,111.71",Toodge,https://opensea.io/Toodge,hdomingomiotti,https://opensea.io/hdomingomiotti
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12120,Wassie 12120,"$3,684.92",0xb5,https://opensea.io/0xb5,0xdama,https://opensea.io/0xdama
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9593,Wassie 9593,"$3,029.83",DUKKAN,https://opensea.io/DUKKAN,xxxluuis,https://opensea.io/xxxluuis
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10057,Wassie 10057,"$3,025.73",HoW33SCrypto,https://opensea.io/HoW33SCrypto,nftlad,https://opensea.io/nftlad
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/206,Wassie 206,"$2,866.05",Crazy88,https://opensea.io/Crazy88,Babar_NFTs,https://opensea.io/Babar_NFTs
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/347,Couch 347,"$32,713.94",StreakDat,https://opensea.io/StreakDat,Bufftuck_,https://opensea.io/Bufftuck_
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/807,Wassie 807,"$5,117.95",bIockwork,https://opensea.io/bIockwork,wynNFTs,https://opensea.io/wynNFTs
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12148,Wassie 12148,"$3,275.49",Mythic_JPG_Collector,https://opensea.io/Mythic_JPG_Collector,Heyhihello,https://opensea.io/Heyhihello
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8182,Couch 8182,"$30,707.70",Lowkissed,https://opensea.io/Lowkissed,3F27AA,https://opensea.io/0x3f27aaa1f1918f6f8bfeb55ff5a3148ba2e24143
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4611,Wassie 4611,"$3,029.83",NSH71,https://opensea.io/NSH71,EB0389,https://opensea.io/0xeb0389a7702510d5688ed35d8a8e212a0a70c261
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11501,Wassie 11501,"$4,053.42",coIIect,https://opensea.io/coIIect,gregorious_big,https://opensea.io/gregorious_big
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3085,Wassie 3085,"$3,066.68",gyroprotagonist,https://opensea.io/gyroprotagonist,12AC27,https://opensea.io/0x12ac2795dadca38b02ffd418cf7b966b520a3523
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10092,Wassie 10092,"$3,275.49",cltnftvault,https://opensea.io/cltnftvault,44387D,https://opensea.io/44387D
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8113,Wassie 8113,"$3,009.35",StarIce,https://opensea.io/StarIce,12AC27,https://opensea.io/0x12ac2795dadca38b02ffd418cf7b966b520a3523
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8114,Wassie 8114,"$3,336.90",StarIce,https://opensea.io/StarIce,SirNigel,https://opensea.io/SirNigel
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8413,Wassie 8413,"$8,188.72",052926,https://opensea.io/0x0529265f3306aeca1f7bb5fd5a8aedfd539c7db5,CC8E2F,https://opensea.io/0xcc8e2f7c6ef2515775d47413fc56201a2bbbd013
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11836,Wassie 11836,"$8,127.30",85063E,https://opensea.io/0x85063ef0960ed0fa3ab380bc16b403388168734d,wassiieboii,https://opensea.io/wassiieboii
